DosageForm,Drugname,TotalApprovals
TABLET;ORAL,"FLUVOXAMINE MALEATE",13
TABLET;ORAL,GLIPIZIDE,13
TABLET;ORAL,"IRBESARTAN AND HYDROCHLOROTHIAZIDE",13
TABLET;ORAL,"LEUCOVORIN CALCIUM",13
TABLET;ORAL,LEVONORGESTREL,13
TABLET;ORAL,"METHYLPHENIDATE HYDROCHLORIDE",13
TABLET;ORAL,"QUINAPRIL HYDROCHLORIDE",13
TABLET;ORAL,"SILDENAFIL CITRATE",13
TABLET;ORAL,SIMVASTATIN,13
TABLET;ORAL,"TIZANIDINE HYDROCHLORIDE",13
TABLET;ORAL,VALSARTAN,13
TABLET;ORAL,"VENLAFAXINE HYDROCHLORIDE",13
"CAPSULE, DELAYED REL PELLETS;ORAL",OMEPRAZOLE,13
"CAPSULE, EXTENDED RELEASE;ORAL","POTASSIUM CHLORIDE",13
CAPSULE;ORAL,DUTASTERIDE,13
CAPSULE;ORAL,"FLURAZEPAM HYDROCHLORIDE",13
CAPSULE;ORAL,"HYDROXYZINE PAMOATE",13
CAPSULE;ORAL,OXAZEPAM,13
CAPSULE;ORAL,"PRAZOSIN HYDROCHLORIDE",13
"FOR SOLUTION;ORAL","POLYETHYLENE GLYCOL 3350",13
"FOR SUSPENSION;ORAL","AMOXICILLIN AND CLAVULANATE POTASSIUM",13
INJECTABLE;INJECTION,"ACYCLOVIR SODIUM",13
INJECTABLE;INJECTION,CYTARABINE,13
INJECTABLE;INJECTION,"DEXAMETHASONE SODIUM PHOSPHATE",13
INJECTABLE;INJECTION,"FOSPHENYTOIN SODIUM",13
INJECTABLE;INJECTION,LORAZEPAM,13
INJECTABLE;INJECTION,"METOPROLOL TARTRATE",13
INJECTABLE;INJECTION,"POTASSIUM CHLORIDE",13
CAPSULE;ORAL,AMOXICILLIN,12
CAPSULE;ORAL,BENZONATATE,12
CAPSULE;ORAL,"DOXYCYCLINE HYCLATE",12
CAPSULE;ORAL,HYDROCHLOROTHIAZIDE,12
CAPSULE;ORAL,"MYCOPHENOLATE MOFETIL",12
CONCENTRATE;ORAL,"THIORIDAZINE HYDROCHLORIDE",12
GAS;INHALATION,"NITROGEN, NF",12
INJECTABLE;INJECTION,ADENOSINE,12
INJECTABLE;INJECTION,CEFOXITIN,12
INJECTABLE;INJECTION,"DOPAMINE HYDROCHLORIDE",12
INJECTABLE;INJECTION,"EPIRUBICIN HYDROCHLORIDE",12
INJECTABLE;INJECTION,"LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE",12
INJECTABLE;INJECTION,"METHYLPREDNISOLONE SODIUM SUCCINATE",12
INJECTABLE;INJECTION,"MILRINONE LACTATE",12
INJECTABLE;INJECTION,"NAFCILLIN SODIUM",12
INJECTABLE;INJECTION,PACLITAXEL,12
INJECTABLE;INJECTION,"PROMETHAZINE HYDROCHLORIDE",12
"SOLUTION;INHALATION, ORAL",ACETYLCYSTEINE,12
SOLUTION;ORAL,RISPERIDONE,12
SUSPENSION;ORAL,NYSTATIN,12
SYRUP;ORAL,"CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY",12
SYRUP;ORAL,PREDNISOLONE,12
"TABLET, ORALLY DISINTEGRATING;ORAL",OLANZAPINE,12
TABLET;ORAL,AMOXAPINE,12
TABLET;ORAL,"BENAZEPRIL HYDROCHLORIDE",12
TABLET;ORAL,CLONAZEPAM,12
TABLET;ORAL,"CLORAZEPATE DIPOTASSIUM",12
TABLET;ORAL,"DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE",12
TABLET;ORAL,"GALANTAMINE HYDROBROMIDE",12
TABLET;ORAL,"LEVOCETIRIZINE DIHYDROCHLORIDE",12
TABLET;ORAL,"LISINOPRIL AND HYDROCHLOROTHIAZIDE",12
TABLET;ORAL,"MEPERIDINE HYDROCHLORIDE",12
TABLET;ORAL,"MYCOPHENOLATE MOFETIL",12
TABLET;ORAL,NABUMETONE,12
TABLET;ORAL,OXAPROZIN,12
TABLET;ORAL,"PAROXETINE HYDROCHLORIDE",12
TABLET;ORAL,PINDOLOL,12
TABLET;ORAL,"PIOGLITAZONE HYDROCHLORIDE",12
TABLET;ORAL,SULINDAC,12
TABLET;ORAL,TELMISARTAN,12
SOLUTION;INHALATION,"IPRATROPIUM BROMIDE",11
SOLUTION;ORAL,"MORPHINE SULFATE",11
SOLUTION;TOPICAL,CICLOPIROX,11
SYRUP;ORAL,"CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF",11
"TABLET, CHEWABLE;ORAL",LAMOTRIGINE,11
"TABLET, EXTENDED RELEASE;ORAL",FELODIPINE,11
"TABLET, EXTENDED RELEASE;ORAL","ISOSORBIDE MONONITRATE",11
"TABLET, EXTENDED RELEASE;ORAL","METOPROLOL SUCCINATE",11
"TABLET, EXTENDED RELEASE;ORAL","POTASSIUM CHLORIDE",11
"TABLET, EXTENDED RELEASE;ORAL","PROCAINAMIDE HYDROCHLORIDE",11
"TABLET, ORALLY DISINTEGRATING;ORAL",ONDANSETRON,11
"TABLET, ORALLY DISINTEGRATING;ORAL",RISPERIDONE,11
TABLET;ORAL,AMINOPHYLLINE,11
TABLET;ORAL,"AMIODARONE HYDROCHLORIDE",11
TABLET;ORAL,ARIPIPRAZOLE,11
TABLET;ORAL,CHLORPROPAMIDE,11
TABLET;ORAL,CLARITHROMYCIN,11
TABLET;ORAL,ESZOPICLONE,11
TABLET;ORAL,FENOFIBRATE,11
TABLET;ORAL,"GRANISETRON HYDROCHLORIDE",11
TABLET;ORAL,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",11
TABLET;ORAL,"ROPINIROLE HYDROCHLORIDE",11
TABLET;ORAL,"TAMOXIFEN CITRATE",11
TABLET;ORAL,VORICONAZOLE,11
TABLET;ORAL,ZOLMITRIPTAN,11
CAPSULE;ORAL,"AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE",11
CAPSULE;ORAL,ETODOLAC,11
CAPSULE;ORAL,"TETRACYCLINE HYDROCHLORIDE",11
INJECTABLE;INJECTION,"BUPIVACAINE HYDROCHLORIDE",11
INJECTABLE;INJECTION,"CEFUROXIME SODIUM",11
INJECTABLE;INJECTION,"DILTIAZEM HYDROCHLORIDE",11
INJECTABLE;INJECTION,"DOBUTAMINE HYDROCHLORIDE",11
INJECTABLE;INJECTION,HALOPERIDOL,11
INJECTABLE;INJECTION,"LEUCOVORIN CALCIUM",11
INJECTABLE;INJECTION,"OCTREOTIDE ACETATE",11
"INJECTABLE;IV (INFUSION)",LEVETIRACETAM,11
"CAPSULE, EXTENDED RELEASE;ORAL",INDOMETHACIN,10
"CAPSULE, EXTENDED RELEASE;ORAL","PROPRANOLOL HYDROCHLORIDE",10
"CAPSULE, EXTENDED RELEASE;ORAL","VENLAFAXINE HYDROCHLORIDE",10
CAPSULE;ORAL,"CLINDAMYCIN HYDROCHLORIDE",10
CAPSULE;ORAL,"DISOPYRAMIDE PHOSPHATE",10
CAPSULE;ORAL,"NORTRIPTYLINE HYDROCHLORIDE",10
CAPSULE;ORAL,"PHENDIMETRAZINE TARTRATE",10
CAPSULE;ORAL,"TAMSULOSIN HYDROCHLORIDE",10
CAPSULE;ORAL,ZALEPLON,10
INJECTABLE;INJECTION,"ATRACURIUM BESYLATE",10
INJECTABLE;INJECTION,"ATRACURIUM BESYLATE PRESERVATIVE FREE",10
INJECTABLE;INJECTION,FAMOTIDINE,10
INJECTABLE;INJECTION,"FLUDARABINE PHOSPHATE",10
INJECTABLE;INJECTION,"HYDROXYZINE HYDROCHLORIDE",10
INJECTABLE;INJECTION,"LEUCOVORIN CALCIUM PRESERVATIVE FREE",10
INJECTABLE;INJECTION,"METOCLOPRAMIDE HYDROCHLORIDE",10
INJECTABLE;INJECTION,"OXACILLIN SODIUM",10
INJECTABLE;INJECTION,"TOPOTECAN HYDROCHLORIDE",10
INJECTABLE;INJECTION,"TRANEXAMIC ACID",10
INJECTABLE;INJECTION,"VINORELBINE TARTRATE",10
OINTMENT;TOPICAL,HYDROCORTISONE,10
SOLUTION;ORAL,"CIMETIDINE HYDROCHLORIDE",10
SOLUTION;ORAL,"FLUOXETINE HYDROCHLORIDE",10
SOLUTION;ORAL,"OXYCODONE HYDROCHLORIDE",10
SOLUTION;TOPICAL,"CLINDAMYCIN PHOSPHATE",10
SOLUTION/DROPS;OPHTHALMIC,"DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE",10
"TABLET, EXTENDED RELEASE;ORAL","DIVALPROEX SODIUM",10
TABLET;ORAL,"AMLODIPINE BESYLATE AND VALSARTAN",10
TABLET;ORAL,"CARBIDOPA AND LEVODOPA",10
TABLET;ORAL,"CEFUROXIME AXETIL",10
TABLET;ORAL,"CETIRIZINE HYDROCHLORIDE HIVES",10
TABLET;ORAL,"CHLOROQUINE PHOSPHATE",10
TABLET;ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",10
TABLET;ORAL,LOVASTATIN,10
TABLET;ORAL,NEVIRAPINE,10
TABLET;ORAL,PERPHENAZINE,10
TABLET;ORAL,"SELEGILINE HYDROCHLORIDE",10
TABLET;ORAL,TOLBUTAMIDE,10
TABLET;ORAL,TRANDOLAPRIL,10
TABLET;ORAL-28,"LEVONORGESTREL AND ETHINYL ESTRADIOL",10
SOLUTION;INHALATION,"CROMOLYN SODIUM",9
SOLUTION;ORAL,LACTULOSE,9
SOLUTION;ORAL,"METOCLOPRAMIDE HYDROCHLORIDE",9
SOLUTION;TOPICAL,"DICLOFENAC SODIUM",9
SOLUTION;TOPICAL,"MINOXIDIL (FOR MEN)",9
SOLUTION/DROPS;OPHTHALMIC,"DORZOLAMIDE HYDROCHLORIDE",9
SOLUTION/DROPS;OPHTHALMIC,OFLOXACIN,9
SYRUP;ORAL,"AMANTADINE HYDROCHLORIDE",9
"TABLET, EXTENDED RELEASE;ORAL","ALFUZOSIN HYDROCHLORIDE",9
"TABLET, EXTENDED RELEASE;ORAL","MINOCYCLINE HYDROCHLORIDE",9
"TABLET, EXTENDED RELEASE;ORAL",NIACIN,9
"TABLET, EXTENDED RELEASE;ORAL",PENTOXIFYLLINE,9
"TABLET, EXTENDED RELEASE;ORAL","VERAPAMIL HYDROCHLORIDE",9
TABLET;ORAL,"ATORVASTATIN CALCIUM",9
TABLET;ORAL,"BENZPHETAMINE HYDROCHLORIDE",9
TABLET;ORAL,"BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,CHLOROTHIAZIDE,9
TABLET;ORAL,"CYPROHEPTADINE HYDROCHLORIDE",9
TABLET;ORAL,DISULFIRAM,9
TABLET;ORAL,"FENOPROFEN CALCIUM",9
TABLET;ORAL,"FLUPHENAZINE HYDROCHLORIDE",9
TABLET;ORAL,"FOSINOPRIL SODIUM",9
TABLET;ORAL,"FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE",9
TABLET;ORAL,HYDROCORTISONE,9
TABLET;ORAL,"LEVONORGESTREL AND ETHINYL ESTRADIOL",9
TABLET;ORAL,LINEZOLID,9
TABLET;ORAL,NARATRIPTAN,9
TABLET;ORAL,"NEFAZODONE HYDROCHLORIDE",9
TABLET;ORAL,"ROSUVASTATIN CALCIUM",9
TABLET;ORAL,"TICLOPIDINE HYDROCHLORIDE",9
TABLET;ORAL,TORSEMIDE,9
TABLET;ORAL,"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN",9
TABLET;ORAL,"WARFARIN SODIUM",9
TABLET;SUBLINGUAL,"ISOSORBIDE DINITRATE",9
CAPSULE;ORAL,CEFACLOR,9
CAPSULE;ORAL,CEFADROXIL,9
CAPSULE;ORAL,CELECOXIB,9
CAPSULE;ORAL,"CLORAZEPATE DIPOTASSIUM",9
CAPSULE;ORAL,DOXYCYCLINE,9
CAPSULE;ORAL,"EXTENDED PHENYTOIN SODIUM",9
CAPSULE;ORAL,NITROFURANTOIN,9
CAPSULE;ORAL,NIZATIDINE,9
CAPSULE;ORAL,THIOTHIXENE,9
CREAM;TOPICAL,FLUOCINONIDE,9
INJECTABLE;INJECTION,AZITHROMYCIN,9
INJECTABLE;INJECTION,"CEFOTAXIME SODIUM",9
INJECTABLE;INJECTION,"CIMETIDINE HYDROCHLORIDE",9
INJECTABLE;INJECTION,"DEXTROSE 5% IN PLASTIC CONTAINER",9
INJECTABLE;INJECTION,ETOPOSIDE,9
INJECTABLE;INJECTION,FLUMAZENIL,9
INJECTABLE;INJECTION,"GENTAMICIN SULFATE",9
INJECTABLE;INJECTION,"LABETALOL HYDROCHLORIDE",9
INJECTABLE;INJECTION,"LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE",9
INJECTABLE;INJECTION,"METHOTREXATE SODIUM",9
INJECTABLE;INJECTION,"PROCAINAMIDE HYDROCHLORIDE",9
INJECTABLE;INJECTION,"VECURONIUM BROMIDE",9
LOTION;TOPICAL,"TRIAMCINOLONE ACETONIDE",9
OIL;TOPICAL,"FLUOCINOLONE ACETONIDE",9
CAPSULE;ORAL,"ANAGRELIDE HYDROCHLORIDE",8
CAPSULE;ORAL,"CALCIUM ACETATE",8
CAPSULE;ORAL,"CLOMIPRAMINE HYDROCHLORIDE",8
CAPSULE;ORAL,"LITHIUM CARBONATE",8
CAPSULE;ORAL,"MINOCYCLINE HYDROCHLORIDE",8
CAPSULE;ORAL,"OXYCODONE AND ACETAMINOPHEN",8
CAPSULE;ORAL,"RIVASTIGMINE TARTRATE",8
CAPSULE;ORAL,"TERAZOSIN HYDROCHLORIDE",8
CREAM;TOPICAL,"FLUOCINOLONE ACETONIDE",8
CREAM;TOPICAL,IMIQUIMOD,8
GAS;INHALATION,"HELIUM, USP",8
INJECTABLE;INJECTION,AMINOPHYLLINE,8
INJECTABLE;INJECTION,"BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE",8
INJECTABLE;INJECTION,CALCITRIOL,8
INJECTABLE;INJECTION,CARBOPLATIN,8
INJECTABLE;INJECTION,CISPLATIN,8
INJECTABLE;INJECTION,CYANOCOBALAMIN,8
INJECTABLE;INJECTION,DOCETAXEL,8
INJECTABLE;INJECTION,"FAMOTIDINE PRESERVATIVE FREE",8
INJECTABLE;INJECTION,"FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",8
INJECTABLE;INJECTION,"MEPERIDINE HYDROCHLORIDE",8
INJECTABLE;INJECTION,MEROPENEM,8
INJECTABLE;INJECTION,"PIPERACILLIN AND TAZOBACTAM",8
INJECTABLE;INJECTION,"TESTOSTERONE CYPIONATE",8
LIQUID;N/A,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER",8
"POWDER;ORAL, RECTAL","SODIUM POLYSTYRENE SULFONATE",8
SOLUTION;INHALATION,"METAPROTERENOL SULFATE",8
SOLUTION;ORAL,"ACETAMINOPHEN AND CODEINE PHOSPHATE",8
SOLUTION/DROPS;OPHTHALMIC,"KETOROLAC TROMETHAMINE",8
SOLUTION/DROPS;OPHTHALMIC,LATANOPROST,8
"SPRAY, METERED;NASAL","IPRATROPIUM BROMIDE",8
SYRUP;ORAL,LORATADINE,8
SYRUP;ORAL,"PROMETHAZINE HYDROCHLORIDE",8
SYRUP;ORAL,"VALPROIC ACID",8
"TABLET, DELAYED RELEASE;ORAL","RABEPRAZOLE SODIUM",8
"TABLET, EXTENDED RELEASE;ORAL",LAMOTRIGINE,8
"TABLET, EXTENDED RELEASE;ORAL","TRAMADOL HYDROCHLORIDE",8
